4,What country did King Wenceslas rule ?
4,What ocean was Amelia Earhart flying over when she disappeared ?
4,What U.S. city is The Queen of the Pacific ?
4,What African country was founded by freed American slaves in 1847 ?
4,What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?
4,Where are the Haversian canals ?
4,Where do I find information for foreclosure properties on the Internet ?
4,Where can one find Mozambique ?
4,Where did he get the title ?
4,What state did Anita Bryant represent in the 1959 Miss America contest ?
4,What state 's home to the Buffalo Bill Historical Center ?
4,What lake is the source of the White Nile ?
4,What colorful sea 's region does Greek legend say the Amazons lived near ?
4,Where is the Mayo Clinic ?
4,What U.S. state boasts Leif Ericson Park ?
4,What constellation is known as The Water Bearer ?
3,Which Ventura County police department seized the largest cocaine shipment in it 's history ?
3,What organization has a Security Council ?
3,Rotary engines were manufactured by which company ?
3,Who loved Flash Gordon besides Dale ?
3,Who invented the radio ?
3,Who killed JFK ?
3,Who replaced Bert Parks as the host of The Miss America Pageant ?
3,Who was the first woman in space ?
3,Name Dondi 's adoptive grandfather .
3,What Nobel laureate was expelled from the Philippines before the conference on East Timor ?
3,Who created the monster in Mary Shelley 's novel Frankenstein ?
3,The major league baseball team in Pittsburgh is called what ?
3,"What actor , who had greatest fame on TV , became the father of triplets ?"
3,What company is the largest Japanese ship builder ?
3,Which Bloom County resident wreaks havoc with a computer ?
3,Who was the 15th century fire-and-brimstone monk who gained control of Florence but ended burnt at the stake ?
5,How many John Deere tractors have been manufactured ?
5,How many colonies did Germany get to keep after World War I ?
5,How long ago did the Anglican church part from the Vatican ?
5,What 's the Fahrenheit equivalent of zero degrees centigrade ?
5,How many meters are in a mile ?
5,How many members of a family could be drafted in the U.S. military during World War II ?
5,What time of year is air travel the heaviest ?
5,When was the Congress of Vienna ?
5,How many points is a disk in the center hole worth in Crokinole ?
5,When was Florida admitted into the Union ?
5,How many times has Harold Stassen announced a drive for the White House ?
5,When was the slinky invented ?
5,What does 7847+5943 equal ?
5,How many names are there for Eskimo people ?
5,How many of every 10 members of the Rodeo Cowboys Association have never worked a ranch ?
5,How much money are Dumbo 's ears insured for ?
1,What is the nickname of the Cleveland Indians ?
1,What is the most common cancer ?
1,What part of their attire were `` pothooks '' to cowboys of the Old West ?
1,What is the largest snake in the world ?
1,What 's the term for any four-sided figure ?
1,What two major world religions began in India ?
1,What are the three secondary colors ?
1,What is the world 's best selling cookie ?
1,What Erica Jong novel deals with Isadora Wing 's fear ?
1,What 's the geographic term for the submerged fringe of a continent ?
1,What are some colorful flowers that will bloom in the fall in New England ?
1,What is a fear of failure ?
1,What 's the traditional drink at the Kentucky Derby ?
1,What is the fear of the computer called ?
1,"In what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?"
1,What is the fastest fish in the world ?
0,What is moxie ?
0,How do you dunk ?
0,What is the secret of the universe ?
0,What does Freddy Freeman say to become Captain Marvel Jr. ?
0,What is the Lost Colony ?
0,What does the term 3 mean to a newspaper editor ?
0,What qualifications are there for individuals donating blood ?
0,Why is Chicago named Chicago ?
0,How does one correctly pronounce ` qigong ' ?
0,What happens when lightning strikes a body of water ?
0,What is he doing now ?
0,What is narcolepsy ?
0,What are amicable numbers ?
0,What does Melissa mean ?
0,What is tyvek ?
0,"What makes Black Hills , South Dakota a tourist attraction ?"
2,What does U.S.S.R. stand for ?
2,What is Mikhail Gorbachev 's middle initial ?
2,What does the abbreviation cwt. ?
2,What do the letters ZIP stand for in the phrase `` ZIP code '' ?
2,What does `` B.Y.O.B. '' mean ?
2,What does the `` blue ribbon '' stand for ?
2,What does IBM stand for ?
2,"What do the letters CE stand for on so many products , particularly electrical , purchased now ?"
2,"In a computer , what does SCSI mean ?"
2,What does S.O.S. stand for ?
2,"What does Ms. , Miss , and Mrs. stand for ?"
2,What is the acronym for the rating system for air conditioner efficiency ?
2,What 's the abbreviation for trinitrotoluene ?
2,What does RCA stand for ?
2,What is DEET ?
2,What does CNN stand for ?
